Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,popularity
Charente Royale,Champagne Flute,,"h by hine, elderflower liqueur, 2 dash absinthe,  top sparkling wine",Combine all ingredients except sparkling wine in a shaker. Add ice and shake until chilled through. Double strain into a champagne flute and garnish with an orange twist.,0,0,0,0,0,0,0,
Château Montifaud Creation,,,"chateau de montifaud cognac vs, lemon juice, orgeat (almond) syrup, triple sec,  top lemonade","Pour the Cognac and lemon juice into the glass and then add orgeat syrup; fill with ices cubes and mix with a spoon. At the end, add lemonade and lemon peel.",0,1,0,0,0,0,0,
Château Montifaud Lady Touch Triple Sec,,,"chateau de montifaud reserve speciale michel vallet, triple sec, lemon juice, sugar syrup, 8  fresh mint,   ice cubes",Pour the ingredients in the shaker. Close and shake well until frosted. Strain into the glass. Garnish with fresh mint.,0,1,0,0,0,1,0,
Château Montifaud on Mint,,,"1 coffee spoon sugar syrup, 10  fresh mint, .25  sliced green lemon, chateau de montifaud cognac vsop, lemon juice, sparkling water","Pour the sugar syrup into the glass and add fresh mint and green lemon. Lightly crush and add ice cubes, Cognac, lemon juice and sparkling water. Mix with a spoon and serve with a straw.",0,1,0,0,0,1,1,
Château Montifaud on the Rocks,,,"chateau de montifaud cognac xo, 3  ice cubes",Pour the Cognac into the glass and add ice cubes. Perceive the aromas that are released as a summer rain that reveals the secrets of the nature...,0,0,0,0,0,0,0,
Château Montifaud Pink Love,,,"chateau de montifaud xo silver, sugar syrup, lemon juice, 3  raspberries,  fill champagne","Pour the Cognac, sugar syrup, lemon juice and 3 pressed raspberries into the shaker, then shake. Strain into the glass (using a cocktail strainer) and fill with chilled Champagne. Garnish with 3 raspberries.",0,1,0,0,0,1,0,
Cherries St. James,Cocktail Glass,,"no.3 london dry gin, lemon juice, pages elderflower syrup, luxardo sangue morlacco cherry liqueur, luxardo maraschino liqueur",Shake well with lots of ice. Strain into cocktail glass.,0,1,0,1,0,0,0,
Cherry Bark Martinez,,,"old tom gin, carpano antica, 1 spoon luxardo maraschino liqueur, 1 dash angostura bitters, 2 dash bittercube cherry bark bitters",Stir and strain into stem. Garnish torched star anise and discarded lemon peel.,0,0,0,1,0,0,1,
Cherry Blossom Martini,Coupe,,"karlsson's gold vodka, dolin dry vermouth, luxardo maraschino liqueur, 6 dash celery bitters",Stir with ice and strain into a chilled coupe. Garnish with a fresh cherry tree blossom.,0,0,0,0,0,0,1,6973
Cherry Champagne Cocktail,Coupe,,"champagne or prosecco, tart cherry juice, luxardo maraschino liqueur, 4 dash mole bitters, 1 bsp luxardo amaro abano","Stir the cherry juice, Maraschino, bitters and Amaro in a mixing glass with ice. Strain into a cocktail coupe and top with Champagne. Garnish with a sprig of thyme.",1,0,0,1,0,0,1,
Cherry Old Fashioned,Rocks Glass,,".5 tsp demerara sugar, 1  roasted cherry, cherry-infused vodka, .25 tsp amaro di angostura, .25 tsp luxardo maraschino liqueur, 5 dash miracle mile forbidden barrel aged bitters","Muddle sugar and 1 roasted cherry in a rocks glass until the sugar has dissolved; add vodka, Amaro, Maraschino, and bitters and stir. Add 1 large ice cube and garnish with half a roasted cherry and the tarragon.

Cherry-Infused Vodka:
- pitted cherries, quartered
- vodka
Combine cherries and vodka in a bottle; cover, and let sit to meld the flavors for 3-5 days.",0,0,0,1,0,1,1,
Cherry Orchard,,,"luxardo sangue morlacco cherry liqueur, luxardo maraschino liqueur, laird's straight bonded , clear creek kirschwasser eau de vie, lemon juice, grapefruit juice, simple syrup, 2 dash peychaud's bitters",Shake over ice. Strain into a 6 oz. cocktail glass,0,1,0,1,0,1,1,
Cherry Shandy,,,"luxardo sangue morlacco cherry liqueur, ipa",Stir IPA and Luxardo in a tumbler. Garnish with Luxardo Cherry.,0,0,0,1,0,0,0,
Chilcano,Highball Glass,,"barsol selecto acholado pisco, fresh lime juice, 2-3 drops angostura bitters,  top ginger ale",Add pisco and lime juice into a highball glass filled with ice. Pour ginger ale into the glass to top. Add 2-3 drops of bitters. Garnish with lime wheel.,0,1,0,0,0,0,1,
Chilcano (variation),Beer Glass,,"barsol primero quebranta pisco, king's ginger liqueur, fresh lime juice, agave nectar, 3-4 drops cranberry bitters, ginger beer","Build in an ice filled beer glass, add BarSol Pisco, Ginger Liqueur, fresh lime juice, and agave nectar. Roll into a Boston shaker and shake to mix, place cranberry bitters on top, add ginger beer and garnish with a wedge of fresh lime.",0,1,0,1,0,1,1,
Chingerito,,,"barsol primero quebranta pisco, grape juice, barsol perfecto amor (aperitif wine), fresh pomegranate juice, cinnamon syrup, fresh lime juice, 4  grapes",Shake and strain into ice filled glass.,0,1,0,1,0,0,0,
Chippendale Rosetone,Punch Bowl,,"1.5 part gin, .25 part luxardo apricot liqueur, .75 part casoni 1814, .5 part dry vermouth, 1 part unfiltered apple juice, 1 part fresh lemon juice, .5 part rich simple syrup (2:1), 2 part jasmine green tea","Combine all ingredients in a punch bowl, add a large chunk or block of ice, garnish with lemon wheels and apple slices. Serve when punch is chilled.",1,1,0,1,0,1,0,
Citrus Agave Caipirinha,Bucket,,"ypioca brasilizar cachaca prata classica, citrus agave blend, 1 splash soda water","Add soda to bucket first, then add spirits and mixers. Top with ice and garnish.",0,1,0,0,0,1,0,5397
Citrus Quo (Adapted),,,"no.3 london dry gin, luxardo limoncello, luxardo aperitivo, tonic water","Fill up a stem-less wine glass with ice and pour the ingredients over, stir and serve.",0,0,0,0,0,0,0,
Classic Lolita,Crystal Rocks,,"nikka whisky taketsuru, okinawa sugar, soda, 2 dash orange bitters, 2 dash old fashioned bitters",Muddle Okinawa sugar with bitters. Add whisky and stir. Top with soda.,0,1,0,0,0,1,1,
Clear Intentions,Collins,,"luxardo bitter bianco, krogstad aquavit, 1 bsp luxardo apricot liqueur, 1 dash orange cream citrate, almond cream soda",Stir all ingredients over cubed ice and then strain over large rock while incorporating the cream soda. Garnish with Italian baking spice infused olive and cherry.,0,1,0,1,0,0,1,
Clearly Bitter,Coupe,,"luxardo bitter bianco, junipero gin, dry vermouth, curacao, 2 dash rhubarb bitters",Build all ingredients in a mixing glass. Stir with ice and strain into coupe. Garnish with grapefruit peel.,0,0,0,0,0,0,1,
Club Med,,,"luxardo apricot liqueur, barsol selecto italia pisco, elderflower liqueur, white dry white(preferably sauvignon), club soda","Fill up a wine glass with ice then pour the ingredients, stir and serve.",0,0,0,1,0,0,0,
Coco Batida,,,"1 1/coconut milk, 1 1/condensed milk, ypiòca, 1 tbsp sugar","Put 1 1/2 ounces of coconut milk, 1 1/2 ounces of condensed milk, 3 ounces of Ypiòca and tablespoon of sugar in a blender. Mix for a few seconds. Add ice cubes and serve.",0,0,0,1,0,1,0,
Coffee & Clove,Nick & Nora,,"nikka coffey grain whisky, manzanilla sherry, orange liqueur, 2 dash clove tincture",Stir. Strain into Nick & Nora glass. Mist of Pipe Tobacco Tincture.,0,1,1,0,0,0,0,
Coffey Grain Manhattan,Coupe,,"nikka coffey grain whisky, tempus fugit alessio vermouth di torino rosso, 1 dash tempus fugit abbott's bitters",Combine ingredients in a mixing glass with ice and stir. Strain into a coupe glass and garnish with a flamed orange peel.,0,0,0,0,0,0,1,6972
Conference,Double Rocks Glass,,"h by hine, rye whiskey, bourbon, calvados, 1 tsp demerara syrup, 2 dash angostura bitters, 1 dash bittermens xocolatl mole bitters","Stir all the ingredients over ice, then strain into a double rocks glass over 1 large ice cube. Garnish with a lemon twist and orange twist.",0,0,0,0,0,1,1,
Corpse Reviver No 1,Coupe,,"h by hine, calvados, tempus fugit alessio vermouth bianco",Shake all the ingredients over ice and strain into a chilled coupe glass. Garnish with an orange twist.,0,0,0,0,0,0,0,
Corpse Reviver No.2,,,"no.3 london dry gin, tempus fugit kina l'aero d'or, the genuine curacao liqueur clear, lemon juice,  rinse vieux pontarlier absinthe francaise superieure",Rinse cocktail glass with Vieux Pontarlier Absinthe. Shake rest with ice and strain.,0,1,0,0,0,0,0,
Cosmopolitan,Cocktail glass,Contemporary Classics,"absolut citron,lime juice,cointreau,cranberry juice",Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,0,1,0,1,0,0,0,
Cosmopolitan Martini,Cocktail Glass,,"cointreau,vodka,lime,cranberry juice","Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",0,1,0,1,0,0,0,6973
Cream Soda,Highball glass,,"spiced rum,ginger ale",Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,0,0,0,0,0,0,0,
Creek Ran Dry,Coupe,,"pear brandy, dry vermouth, chateau de montifaud pineau des charentes blanc, dolin genepy","Barrel aged for 5 months in a used bourbon barrel.

Stir with ice and strain into a small coupe. Garnish with an orange twist.",0,0,0,1,0,0,0,
Creole,Martini,,"h by hine, clement creole shrubb, fino sherry, 2 dash orange bitters",Stir. Strain into martini glass. Garnish with lemon twist.,0,1,0,0,0,0,1,
Creole Cobbler,Coupe,,"junipero gin, 1 1/sathenay crème de peche, 1/fresh lemon juice,  oz 2 dashes orange bitters","Shake all ingredients in an ice-filled cocktail shaker. Strain, and Serve.",0,1,0,0,0,0,1,
Creole Summer,,,"vanilla flavored vodka, luxardo limoncello, fresh sweet n' sour, passion fruit puree, egg white, 7 dash green tabasco",Shake all ingredients with ice. Strain into a chilled cocktail glass.,0,0,0,0,0,0,0,
Croatia Firing Squad,,,"luxardo bitter bianco, lillet blanc, no.3 london dry gin, rose wine","Build cocktail in glass, add ice and stir. Garnish with rose petal.",1,0,0,0,0,0,1,
Crooked Kilt,,,"glenrothes vintage reserve, lime juice , green chartreuse, velvet falernum, pineapple juice",Pour over crushed ice with a mint garnish.,0,1,0,1,0,0,0,
Cuba Liberation,,,"pink pigeon rum, fresh lime juice, simple syrup,  oz mexican coca cola, 1 float luxardo fernet",Add first three ingredients to a mixing glass with shaker and lightly shake with ice. Pour mixture into a Collins or highball glass over ice. Top with Mexican Coke (or any coca cola as a substitute) and pour Luxardo Fernet on top to float. Garnish with a lime wheel and fresh mint sprig.,0,1,0,0,0,1,0,
Culebra,Collins,,"rhum agricole-style, luxardo amaretto di saschira, fresh lime juice, cola, mint sprigs, 2 dash bitters","Place the mint in a Collins glass and muddle for a few seconds to release the oils, then add ice and ingredients, stir well and serve.",0,1,0,0,0,0,1,
Cupid's Carrier Pigeon,Tiki glass,,"no.3 london dry gin, velvet falernum, pink pigeon rum, unfiltered apple juice, lime juice, 3 dash angostura bitters","Shake, strain into a Tiki glass over crushed ice and garnish with a large sprig of mint.

",0,1,0,1,0,0,1,
Cut & Rum,Smoked Glass,,"banks 5 rum, denizen aged white rum , denizen aged white rum , luxardo amaro abano","Add all ingredients in mixing glass, stir and strain over 2x2 ice cube in smoked glass on hickory board. Garnish with orange peel and clothes pin.",0,0,0,0,0,0,0,
Cut To The Chase,Coupe,,"j.h. cutter whisky, averna amaro, alvear px sherry, 2 dash angostura bitters","Combine all ingredients in to a mixing glass and add ice.

Stir for about 10-15 seconds.

Strain in to a cocktail coupe or a glass of your choosing.

Garnish with an orange twist expressed over the top of the drink.",0,0,0,0,0,0,1,
Daisy Mae,Rocks Glass,,"junipero gin, lime juice, green chartreuse, simple syrup",Shake and strain into a rocks glass. Garnish with a mint sprig.,0,1,0,0,0,1,0,
Dark Caipirinha,Highball glass,,"demerara sugar,lime,cachaca","Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",0,1,0,0,0,1,0,5397
Day For Night,Nick & Nora,,"c. drouin calvados selection, la quintinye vermouth rouge, pedro ximenez sherry, cannella cinnamon cordial, 1 dash angostura bitters",Stir and strain into a chilled Nick and Nora glass. Garnish with a clove(2) studded orange coin.,0,0,0,0,0,0,1,
Delicious in Mauritius,,,"pink pigeon rum, white peach puree, hibiscus syrup, lemon juice, ginger ale","Shake all ingredients except ginger ale, then strain into chilled cocktail ""coupe"" glass. Float ginger ale and zest of fresh lemon.",0,1,0,1,0,0,0,
Delicious Sour,Coupe,,"c. drouin calvados selection, lemon juice, giffard abricot du roussillon, egg white","Dry shake. Add ice, shake. Double strain into a frozen coupe glass. Garnish with lemon twist or dehydrated apple slice.",0,1,0,0,0,0,0,
Dernier Mot,Cocktail Glass,,"rhum agricole, green chartreuse, luxardo maraschino liqueur, fresh lime juice",Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,1,0,0,0,0,0,
Desmond's Choice,Old Fashioned Glass,,"hirsch small batch reserve bourbon, creme de cacao, pierre ferrand dry orange curacao, 3 dash the bitter truth jerry thomas bitters","In old fashioned glass, lightly muddle orange zest with bitters and orange curacao.  Add bourbon and creme de cacao then stir with ice for proper dilution (depending on ice) and mixing of ingredients.",0,1,0,0,0,0,1,
Deviled Negroni ,Rocks Glass,,"no.3 london dry gin, maurin quina, luxardo bitter","Stir all 3 ingredients continuously in an ice-filled glass, approximately 20 seconds. Strain into a rocks glass with one large ice cube.",0,0,0,0,0,0,1,
Dirty Martini,Cocktail glass,New Era Drinks,"vodka,dry vermouth,olive brine,lemon,olive","Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",0,1,0,0,0,0,0,6973
Divine Aspect,Coupe,,"no.3 london dry gin, apple-infused wild turkey bourbon 101, luxardo apricot liqueur",Stir and strain up into cocktail glass.,0,0,0,1,0,0,0,
Division Bell,Martini,,"mezcal, aperol, luxardo maraschino liqueur, lime juice",Fill a cocktail shaker with ice. Add ingredients and shake well. Strain into a chilled coupe or martini glass and garnish with the grapefruit twist.,0,1,0,0,0,0,0,
Doctor's Orders,Cocktail Glass,,"junipero gin, dry vermouth, curacao, 1 dash tempus fugit abbott's bitters",Stir. Serve in a small cocktail glass. Lemon twist to garnish.,0,0,0,0,0,0,1,
Don't Rock the Boat Punch,,,"1 part no.3 london dry gin, 1 part rooibus tea (steeped and cooled), 1 part mulled cider (cooled), .5 part clover honey syrup, .33 part cava,   angostura","Combine ingredients into a chilled punch bowl, ice and dilute appropriately, garnish seasonally.",0,0,1,0,0,1,0,
Donaji,Rocks Glass,,"mezcal, fresh lemon juice, fresh lime juice, agave nectar","Shaken and strained over ice in a rocks glass.

*Chapuline, Salt & Chile Pepper Rim:
Grind the chapuline  (dried crickets) and dried chile pepper in a mortar and pestle, as it becomes a powder, throw in the salt and pour onto a plate. Use a fresh lime wedge to moisten the rim of the glass and dip into the powder.",0,1,0,0,0,1,0,
Down the Rabbit Hole,Collins,," oz junipero gin,  oz lemon,  oz elder flower liquor,  oz honey syrup,  oz carrot juice","Add all ingredients into a shaker, shake strain into a collins glass, fill with crushed ice, garnish with mint leaves.",0,1,0,0,0,1,0,
Drink Lab #16,,,"brandy, orgeat, luxardo sangue morlacco cherry liqueur, lemon juice, 10 drops bittermens burlesque bitters","Shake, strain, lemon twist garnish.",0,1,0,1,0,0,1,
Drops of Jupiter,Rocks Glass,,"junipero gin, genevieve gin, rich wild sage honey syrup, 1 dash angostura bitters, 1 dash whiskey barrel aged bitters, spring water",Combine all ingredients except Duke's Lemon garnish in mixing glass and stir. Pour into a rocks glass and garnish. Ice does not touch this drink.,0,0,1,0,0,1,1,
Dry Mauritian Sour,,,"pink pigeon rum, campari, lavender syrup, lemon juice , orange juice, egg white","Dry shake, shake with cubed ice, double strain into chilled glass.",1,1,0,0,0,0,0,
Duchamp's Punch,Old-fashioned glass,,"pisco,lime juice,pineapple syrup,st. germain,angostura bitters,pepper,lavender","Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",1,1,0,1,0,0,1,
Duke's Classic Dry Martini,Martini,,"no.3 london dry gin, 1 tsp extra dry vermouth, 1  amalfi lemon","Pour the Extra Dry Vermouth into a frozen martini glass (either 7 oz. or 5.5 oz. glass) and coat in a circular motion. Top up the glass with ice cold No.3 gin. Pare the rind of an Amalfi lemon, and give it a twist to extract the oils into the glass.",0,1,0,0,0,0,0,6973
Dutch Stories,,,"genevieve gin, luxardo apricot liqueur, luxardo maraschino liqueur, fresh lemon juice, 1 tbsp gooseberry jam","Shake the ingredients with ice, then strain into a chilled cocktail glass.",0,1,0,1,0,0,0,
"Eat, Drink and Be Cherry",Bamboo Highball Glass,,"nikka coffey grain whisky, luxardo sangue morlacco cherry liqueur, mendolera, cane sugar, lemon, fever-tree soda","Shake everything except for the soda water, strain into bamboo highball, add soda, add ice, garnish with 3 picked cherries.",0,1,0,1,0,1,0,
Eden's Apple,Coupe,,"apple & cinnamon-infused karlsson's gold vodka, j. t. taylor's falernum, fresh lemon juice, fresh cider, 1 tincture bar keep baked apple bitters","In a Boston shaker, combine all liquid ingredients with cracked ice and shake vigorously for 30 seconds. Double strain into a frozen 4.5 oz. coupe glass. Garnish with the apple slice. Can also be served warm.",0,1,0,1,0,0,1,
El Cortez,,,"luxardo apricot liqueur, chinaco reposado tequila, dry riesling","Stir the first two ingredients with ice, then strain into a chilled wine glass. Top with chilled wine, stir and serve.",0,0,0,1,0,0,0,
El Mustavo,,,"mezcal, tempus fugit alessio vermouth chinato, campari, 2 dash rhubarb bitters, 2 dash orange bitters",Stir all ingredients and pour over 2-inch single ice cube. Garnish with birch smoked sea salt rim and bow tie orange peel.,0,1,0,0,0,0,1,
Elgin Elixir,Rocks Glass,,"benriach single malt 12 yo, c. drouin calvados selection, luxardo aperitivo",Combine ingredients with ice in a mixing glass and stir. Strain over a large cube in a rocks glass and garnish with an orange peel.,0,0,0,0,0,0,0,
End of Winter,,,"h by hine (brown butter-infused), king's ginger liqueur, 3 dash fee brothers black walnut bitters","Combine H by HINE, King's Ginger Liqueur, and bitters over ice in a mixing glass. Stir until you reach proper dilution(15-20 seconds). Strain over a large ice rock in a bucket glass and garnish with Luxardo Cherries.",0,0,0,0,0,0,1,
Endless Summer,Coupe,,"ypioca brasilizar cachaca prata reserva especial, luxardo bitter, luxardo maraschino liqueur, lemon juice, 1 dash lemon bitters",Served up in a coupe glass.,0,1,0,0,0,0,1,
English Harbour Colada,Old Fashioned Glass,,"english harbour rum 5 yo, fresh squeezed pineapple juice, fresh coconut water",Build in old fashioned glass over ice.,0,0,0,1,0,0,0,
Erasmus' Revenge,,,"junipero gin, carpano antica, 1 bsp calisaya, 3 dash the bitter truth grapefruit bitters",Combine ingredients. Pour over big cube and stir. Add the grapefruit peel.,0,0,0,1,0,0,1,
Espèce de Sazerac,Rocks Glass,,"h by hine, old overholt straight rye whiskey, rittenhouse straight rye whisky, 1 bsp rich demerara simple syrup, 3 dash peychaud's bitters","Stir all ingredients together, strain into a chilled large rocks glass, no ice. Twist a zest of lemon above the drink, dip it once and then discard.",0,0,0,0,0,1,1,
Espresso Martini,Cocktail glass,New Era Drinks,"vodka,kahlua,sugar syrup","Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",0,0,0,0,0,1,0,6973
Essence No.5 (Adapted),,,"no.3 london dry gin, luxardo triplum (triple sec), lavander syrup, fresh lime juice, 4  raspberries",Shake all ingredients with ice then double strain into a chilled cocktail glass. Garnish with channeled lemon and raspberry on the rim.,0,1,0,1,0,0,0,
Far From the Tree,Fizz Glass,,"c. drouin calvados selection, orgeat, lemon juice, pear & celery puree, .5  egg white","Dry Shake (no ice), Wet Shake (with ice) & Double Strain.",0,1,0,1,0,0,0,
Farmer's Gold,Cocktail Glass,,"karlsson's gold vodka, fresh lemon juice, simple syrup (1:1), 3 dash regans' orange bitters, 5 large basil leaves, 16 whole black peppercorns","Muddle 4 basil leaves, 16 peppercorns and simple syrup in shaker tin. Add all other ingredients except final basil leaf. Add ice. Shake vigorously. Fine strain into chilled cocktail glass. Express lemon oil from lemon swath over drink. Garnish with lemon swath and final basil leaf.",0,1,0,0,0,1,1,
Feingold,,,"brandy, orange cordial, 1 bsp luxardo sangue morlacco cherry liqueur, 1  luxardo cherry (muddled), 1 dash aromatic bitters, 1 dash cherry bitters","Muddle cherry in liquid ingredients. Shake, double strain over cracked ice. Garnish with two more cherries on a pick with an orange flag.",0,1,0,1,0,0,1,
Fernet Frappe,,,"luxardo fernet, king's ginger liqueur, cola, 1 wedge lemon juice","Pour ingredients over crushed ice into a stemmed glass, stir well and serve.",0,1,0,0,0,0,0,
Fiery Clydesdale,Highball Glass,,"pusser's blue label rum , king's ginger liqueur, ginger syrup, lime juice,  top homemade pink grapefruit soda","Wet shake all ingredients except grapefruit soda, pour over ice and top with grapefruit soda. Rim glass with grapefruit demerara. Add dehydrated grapefruit wheel and slice of fresh root ginger for garnish.",0,1,0,1,0,0,0,
Figge bout it,Double Rocks Glass,,"westland american single malt, lustau pedro ximénez sherry, lemon juice, fig & cinnamon syrup, 1 dash angostura bitters",Shake and double strain into double rocks glass. Garnish with torched cinnamon stick and Luxardo Cherry.,0,1,0,0,0,0,1,
Final Ward,Cocktail Glass,,"rye whiskey, green chartreuse, luxardo maraschino liqueur, fresh lemon juice",Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,1,0,0,0,0,0,
Fiona Graham,Nick & Nora,,"luxardo bitter bianco, junmai sake, coconut rum, 1 dash orange bitters, 1 dash coconut vinegar",Add all ingredients to a mixing glass. Stir until thoroughly chilled (~30 seconds). Strain into a chilled cocktail glass. Serve with one big rock. Garnish with an expressed orange swath.,0,1,0,1,0,0,1,
Flambeed Brandy Alexander,Mug,,"h by hine, tempus fugit creme de cacao, cream (steamed as for a cappuccino)","Warm and flame H by Hine VSOP Fine Champagne in metal mug like a Blue Blazer without the tossing back and forth.
Douse flame of heated brandy with cacao, top with foamed cream.
Garnish with freshly grated nutmeg.
",0,0,0,0,0,0,1,6969
Flamenco,Coupe,,"lustau amontillado sherry, bols genever, orange juice, lemon juice, luxardo orgeat syrup, 2 dash angostura bitters","Shake all the ingredients with ice, then strain into a coupe. No garnish.",0,1,0,0,0,0,1,
Flaming Lamborghini,Cocktail glass,,"kahlua,sambuca,blue curacao,bailey's irish cream","Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",1,0,0,0,0,0,0,
Flight to Peru,,,"barsol selecto italia pisco, fresh grapefruit juice, simple syrup, luxardo maraschino liqueur, 1 dash chocolate mole bitters",Shake and serve up. Garnish elaborately with a Luxardo Cherry and a grapefruit peel.,0,0,0,1,0,1,1,
Flip and Flight,,,"pink pigeon rum, dry oloroso sherry, grenadine, 1 whole egg,   vanilla-salt spray","Dry shake, shake with cubed ice, double strain into chilled glass coated in vanilla-salt solution.",0,0,0,0,0,0,0,
Flip the Bird,Port Glass,,"pink pigeon rum, simple syrup, cream, punt e mes, 1  egg yolk","Shake without ice, to whip and emulsify ingredients until frothy. Add ice to shaker and shake vigorously. Strain into port glass or small fluted glass. Garnish with shaved cinnamon or nutmeg.
",0,0,0,0,0,1,0,
Floral Summer,Martini,,"no.3 london dry gin, honey syrup , fresh lemon syrup ,   tarragon leaves,   lavender bitters",Shake and strain into a martini glass.,1,1,0,0,0,1,1,
Fortune & Glory,Coupe,,"chinaco reposado tequila, lime juice, h by hine, small hand foods orgeat, falernum, 2 dash mole bitters","Shake, strain into a chilled coupe. Garnish with lime wheel.",0,1,0,0,0,0,1,
Fourth Generation,Nick & Nora,,"mezcal, luxardo espresso italian liqueur, luxardo bitter bianco, 2 dash salted chocolate bitters",Add all ingredients in a mixing glass and stir with ice. Strain into a Nick & Nora coupe. Garnish with a ghost orange twist.,0,0,0,0,0,0,1,
Frankie and Johnnie,,,"king's ginger liqueur, c. drouin pommeau de normandie, fresh lemon juice, fresh orange juice, 1 dash jerry thomas bitters",Shake and serve up.,0,1,0,0,0,0,1,
French 33,Champagne Flute,,"no.3 london dry gin, simple syrup, lime juice","Shake with ice, strain into flute, top with sparkling rose and a grapefruit twist.",0,1,0,0,0,1,0,
French 75,Champagne Flute,,"no.3 london dry gin or h by hine, fresh lemon juice, 1 dash simple syrup, 1 float sparkling wine","Mix the gin or cognac, lemon juice and syrup in a cocktail shaker. Pour the contents into a Champagne flute. Top up with Champagne. Add a Luxardo Cherry or a peel of lemon.",0,1,0,0,0,1,0,
French Maid,,,"h by hine, house ginger beer, lime juice, simple syrup, john d. taylor's velvet falernum, 3  cucumber wheels, 8  mint leaves, 1  mint sprig","Add the cucumber, mint and simple syrup to a mixing glass and muddle. Add everything else, then shake with ice and strain into a Collins glass filled with ice. Garnish with a mint sprig poking through a cucumber wheel.",0,1,0,0,0,1,0,
French Martini,Cocktail glass,New Era Drinks,"vodka,raspberry liqueur,pineapple juice",Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,0,0,0,1,0,0,0,6973
Frisco San,Martini,,"nikka whisky taketsuru pure malt 12 yo, barsol perfecto amor (aperitif wine), benedictine, 1 dash angostura bitters",Stir all ingredients with ice. Strain into a chilled Martini glass. Garnish with a lemon peel.,0,0,0,0,0,0,1,
Full of Bologna,Coupe,,"c. drouin calvados selection, luxardo amaro abano, pear watercress puree, lemon juice",Shaken and strained into a large coupe. Mint oil is house-made and used as a garnish.,0,1,0,1,0,0,0,
Gagliardo,Cocktail glass,,"peach vodka,lemon juice,galliano,sirup of roses","Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",1,1,0,1,0,0,0,
Garrison's New Fashioned,Old Fashioned Glass,,"garrison brothers flagship bourbon, luxardo apricot liqueur, 2 dash australian bitters company aromatic bitters,   lemon peel","Place the lemon peel in an Old Fashioned glass and muddle with bitters. In a mixing glass filled with ice, add the bourbon and apricot liqueur, then strain into the glass. Garnish with cherry and orange slice, and serve over an ice sphere.",0,1,0,1,0,0,1,
Geaux Geaux Cup,,,"junipero gin, maurin quina, fresh lemon, pages elderflower syrup,  top ginger ale","Shake all ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with a splash of ginger ale. Garnish with a cucumber slice, quartered.",0,1,0,0,0,0,0,
Georgia Old Fashioned,,,"nikka coffey grain whisky, tippleman's barrel smoked maple syrup, 2 dash regans' orange bitters, 5 dash angostura bitters, 1 disc orange, 1 disc lemon, 1 slice peach","Muddle fruit, bitters and syrup. Add ice (1 large cube if available). Top with Whisky. Long stir.",0,1,0,1,0,0,1,
Gin Made Me Do It,Martini,,"junipero gin, c. drouin calvados selection, vermouth del professore, 2 dash angostura bitters, 1 dash st. george absinthe","Build all ingredients in a mixing glass, add ice and stir. Strain into a chilled martini glass and garnish with fresh fennel flowers.",0,0,0,0,0,0,1,
Gin n' Celery,Double Rocks Glass,,"old tom gin, lemon juice, small hand foods gum syrup, 7 dash celery bitters, tonic water, 1 pinch salt","Shake booze, juice and gum. Add bitters and salt to a double rocks glass then add ice. Strain cocktail, top with tonic. Garnish with bitter covered lemon peel.",0,1,0,0,0,0,1,
Gin Rickey,Highball glass,,"gin,grenadine,lemon,soda water,lime",Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,0,1,0,0,0,0,0,
Ginger Drop,Martini,,"king's ginger liqueur, momokawa organic junmai ginjo sake, lemon juice, simple syrup",Shake and strain up into cocktail glass.,0,1,0,0,0,1,0,
