Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,combined,flavors
Château Montifaud on the Rocks,,,"1.5 oz chateau de montifaud cognac xo, 3  ice cubes",Pour the Cognac into the glass and add ice cubes. Perceive the aromas that are released as a summer rain that reveals the secrets of the nature...,0,0,0,0,0,0,0,"1.5 oz chateau de montifaud cognac xo, 3  ice cubes",
Château Montifaud Pink Love,,,".75 oz chateau de montifaud xo silver, .75 oz sugar syrup, .75 oz lemon juice, 3  raspberries,  fill champagne","Pour the Cognac, sugar syrup, lemon juice and 3 pressed raspberries into the shaker, then shake. Strain into the glass (using a cocktail strainer) and fill with chilled Champagne. Garnish with 3 raspberries.",0,1,0,0,0,1,0,".75 oz chateau de montifaud xo silver, .75 oz sugar syrup, .75 oz lemon juice, 3  raspberries,  fill champagne,citrus,sweet",",citrus,sweet"
Cherries St. James,Cocktail Glass,,"1.5 oz no.3 london dry gin, .25 oz lemon juice, .25 oz pages elderflower syrup, .25 oz luxardo sangue morlacco cherry liqueur, .25 oz luxardo maraschino liqueur",Shake well with lots of ice. Strain into cocktail glass.,0,1,0,1,0,0,0,"1.5 oz no.3 london dry gin, .25 oz lemon juice, .25 oz pages elderflower syrup, .25 oz luxardo sangue morlacco cherry liqueur, .25 oz luxardo maraschino liqueur,citrus,fruity",",citrus,fruity"
Cherry Bark Martinez,,,"2 oz old tom gin, .75 oz carpano antica, 1 spoon luxardo maraschino liqueur, 1 dash angostura bitters, 2 dash bittercube cherry bark bitters",Stir and strain into stem. Garnish torched star anise and discarded lemon peel.,0,0,0,1,0,0,1,"2 oz old tom gin, .75 oz carpano antica, 1 spoon luxardo maraschino liqueur, 1 dash angostura bitters, 2 dash bittercube cherry bark bitters,fruity,bitter",",fruity,bitter"
Cherry Blossom Martini,Coupe,,"2 oz karlsson's gold vodka, 1 oz dolin dry vermouth, .25 oz luxardo maraschino liqueur, 6 dash celery bitters",Stir with ice and strain into a chilled coupe. Garnish with a fresh cherry tree blossom.,0,0,0,0,0,0,1,"2 oz karlsson's gold vodka, 1 oz dolin dry vermouth, .25 oz luxardo maraschino liqueur, 6 dash celery bitters,bitter",",bitter"
Cherry Champagne Cocktail,Coupe,,"4 oz champagne or prosecco, 1 oz tart cherry juice, .5 oz luxardo maraschino liqueur, 4 dash mole bitters, 1 bsp luxardo amaro abano","Stir the cherry juice, Maraschino, bitters and Amaro in a mixing glass with ice. Strain into a cocktail coupe and top with Champagne. Garnish with a sprig of thyme.",1,0,0,1,0,0,1,"4 oz champagne or prosecco, 1 oz tart cherry juice, .5 oz luxardo maraschino liqueur, 4 dash mole bitters, 1 bsp luxardo amaro abano,floral,fruity,bitter",",floral,fruity,bitter"
Cherry Old Fashioned,Rocks Glass,,".5 tsp demerara sugar, 1  roasted cherry, 2 oz cherry-infused vodka, .25 tsp amaro di angostura, .25 tsp luxardo maraschino liqueur, 5 dash miracle mile forbidden barrel aged bitters","Muddle sugar and 1 roasted cherry in a rocks glass until the sugar has dissolved; add vodka, Amaro, Maraschino, and bitters and stir. Add 1 large ice cube and garnish with half a roasted cherry and the tarragon.

Cherry-Infused Vodka:
- 1 cup pitted cherries, quartered
- 1 cup vodka
Combine cherries and vodka in a bottle; cover, and let sit to meld the flavors for 3-5 days.",0,0,0,1,0,1,1,".5 tsp demerara sugar, 1  roasted cherry, 2 oz cherry-infused vodka, .25 tsp amaro di angostura, .25 tsp luxardo maraschino liqueur, 5 dash miracle mile forbidden barrel aged bitters,fruity,sweet,bitter",",fruity,sweet,bitter"
Cherry Orchard,,,".5 oz luxardo sangue morlacco cherry liqueur, .25 oz luxardo maraschino liqueur, .5 oz laird's straight bonded , 1.25 oz clear creek kirschwasser eau de vie, .25 oz lemon juice, .5 oz grapefruit juice, .25 oz simple syrup, 2 dash peychaud's bitters",Shake over ice. Strain into a 6 oz. cocktail glass,0,1,0,1,0,1,1,".5 oz luxardo sangue morlacco cherry liqueur, .25 oz luxardo maraschino liqueur, .5 oz laird's straight bonded , 1.25 oz clear creek kirschwasser eau de vie, .25 oz lemon juice, .5 oz grapefruit juice, .25 oz simple syrup, 2 dash peychaud's bitters,citrus,fruity,sweet,bitter",",citrus,fruity,sweet,bitter"
Cherry Shandy,,,"1.5 oz luxardo sangue morlacco cherry liqueur, 6 oz ipa",Stir IPA and Luxardo in a tumbler. Garnish with Luxardo Cherry.,0,0,0,1,0,0,0,"1.5 oz luxardo sangue morlacco cherry liqueur, 6 oz ipa,fruity",",fruity"
Chilcano,Highball Glass,,"2 oz barsol selecto acholado pisco, .5 oz fresh lime juice, 2-3 drops angostura bitters,  top ginger ale",Add pisco and lime juice into a highball glass filled with ice. Pour ginger ale into the glass to top. Add 2-3 drops of bitters. Garnish with lime wheel.,0,1,0,0,0,0,1,"2 oz barsol selecto acholado pisco, .5 oz fresh lime juice, 2-3 drops angostura bitters,  top ginger ale,citrus,bitter",",citrus,bitter"
Chilcano (variation),Beer Glass,,"1.25 oz barsol primero quebranta pisco, .25 oz king's ginger liqueur, .5 oz fresh lime juice, .25 oz agave nectar, 3-4 drops cranberry bitters, 4 oz ginger beer","Build in an ice filled 14 oz beer glass, add BarSol Pisco, Ginger Liqueur, fresh lime juice, and agave nectar. Roll into a Boston shaker and shake to mix, place cranberry bitters on top, add ginger beer and garnish with a wedge of fresh lime.",0,1,0,1,0,1,1,"1.25 oz barsol primero quebranta pisco, .25 oz king's ginger liqueur, .5 oz fresh lime juice, .25 oz agave nectar, 3-4 drops cranberry bitters, 4 oz ginger beer,citrus,fruity,sweet,bitter",",citrus,fruity,sweet,bitter"
Chingerito,,,"2 oz barsol primero quebranta pisco, 1.5 oz grape juice, 1 oz barsol perfecto amor (aperitif wine), 1 oz fresh pomegranate juice, .75 oz cinnamon syrup, .75 oz fresh lime juice, 4  grapes",Shake and strain into ice filled glass.,0,1,0,1,0,0,0,"2 oz barsol primero quebranta pisco, 1.5 oz grape juice, 1 oz barsol perfecto amor (aperitif wine), 1 oz fresh pomegranate juice, .75 oz cinnamon syrup, .75 oz fresh lime juice, 4  grapes,citrus,fruity",",citrus,fruity"
Chippendale Rosetone,Punch Bowl,,"1.5 part gin, .25 part luxardo apricot liqueur, .75 part casoni 1814, .5 part dry vermouth, 1 part unfiltered apple juice, 1 part fresh lemon juice, .5 part rich simple syrup (2:1), 2 part jasmine green tea","Combine all ingredients in a punch bowl, add a large chunk or block of ice, garnish with lemon wheels and apple slices. Serve when punch is chilled.",1,1,0,1,0,1,0,"1.5 part gin, .25 part luxardo apricot liqueur, .75 part casoni 1814, .5 part dry vermouth, 1 part unfiltered apple juice, 1 part fresh lemon juice, .5 part rich simple syrup (2:1), 2 part jasmine green tea,floral,citrus,fruity,sweet",",floral,citrus,fruity,sweet"
Citrus Agave Caipirinha,Bucket,,"1.5 oz ypioca brasilizar cachaca prata classica, 1.5 oz citrus agave blend, 1 splash soda water","Add soda to bucket first, then add spirits and mixers. Top with ice and garnish.",0,1,0,0,0,1,0,"1.5 oz ypioca brasilizar cachaca prata classica, 1.5 oz citrus agave blend, 1 splash soda water,citrus,sweet",",citrus,sweet"
Citrus Quo (Adapted),,,"1.5 oz no.3 london dry gin, .5 oz luxardo limoncello, .5 oz luxardo aperitivo, 3 oz tonic water","Fill up a stem-less wine glass with ice and pour the ingredients over, stir and serve.",0,0,0,0,0,0,0,"1.5 oz no.3 london dry gin, .5 oz luxardo limoncello, .5 oz luxardo aperitivo, 3 oz tonic water",
Classic Lolita,Crystal Rocks,,"2 oz nikka whisky taketsuru, .5 oz okinawa sugar, .5 oz soda, 2 dash orange bitters, 2 dash old fashioned bitters",Muddle Okinawa sugar with bitters. Add whisky and stir. Top with soda.,0,1,0,0,0,1,1,"2 oz nikka whisky taketsuru, .5 oz okinawa sugar, .5 oz soda, 2 dash orange bitters, 2 dash old fashioned bitters,citrus,sweet,bitter",",citrus,sweet,bitter"
Clear Intentions,Collins,,"1.5 oz luxardo bitter bianco, .5 oz krogstad aquavit, 1 bsp luxardo apricot liqueur, 1 dash orange cream citrate, 1.25 oz almond cream soda",Stir all ingredients over cubed ice and then strain over large rock while incorporating the cream soda. Garnish with Italian baking spice infused olive and cherry.,0,1,0,1,0,0,1,"1.5 oz luxardo bitter bianco, .5 oz krogstad aquavit, 1 bsp luxardo apricot liqueur, 1 dash orange cream citrate, 1.25 oz almond cream soda,citrus,fruity,bitter",",citrus,fruity,bitter"
Clearly Bitter,Coupe,,".75 oz luxardo bitter bianco, 1 oz junipero gin, .75 oz dry vermouth, .5 oz curacao, 2 dash rhubarb bitters",Build all ingredients in a mixing glass. Stir with ice and strain into coupe. Garnish with grapefruit peel.,0,0,0,0,0,0,1,".75 oz luxardo bitter bianco, 1 oz junipero gin, .75 oz dry vermouth, .5 oz curacao, 2 dash rhubarb bitters,bitter",",bitter"
Club Med,,,".75 oz luxardo apricot liqueur, .75 oz barsol selecto italia pisco, .75 oz elderflower liqueur, 2 oz white dry white(preferably sauvignon), 2 oz club soda","Fill up a wine glass with ice then pour the ingredients, stir and serve.",0,0,0,1,0,0,0,".75 oz luxardo apricot liqueur, .75 oz barsol selecto italia pisco, .75 oz elderflower liqueur, 2 oz white dry white(preferably sauvignon), 2 oz club soda,fruity",",fruity"
Coco Batida,,,"1 1/2 oz coconut milk, 1 1/2 oz condensed milk, 3 oz ypiòca, 1 tbsp sugar","Put 1 1/2 ounces of coconut milk, 1 1/2 ounces of condensed milk, 3 ounces of Ypiòca and tablespoon of sugar in a blender. Mix for a few seconds. Add ice cubes and serve.",0,0,0,1,0,1,0,"1 1/2 oz coconut milk, 1 1/2 oz condensed milk, 3 oz ypiòca, 1 tbsp sugar,fruity,sweet",",fruity,sweet"
Coffee & Clove,Nick & Nora,,"1.5 oz nikka coffey grain whisky, .75 oz manzanilla sherry, .75 oz orange liqueur, 2 dash clove tincture",Stir. Strain into Nick & Nora glass. Mist of Pipe Tobacco Tincture.,0,1,1,0,0,0,0,"1.5 oz nikka coffey grain whisky, .75 oz manzanilla sherry, .75 oz orange liqueur, 2 dash clove tincture,citrus,herbaceous",",citrus,herbaceous"
Coffey Grain Manhattan,Coupe,,"2 oz nikka coffey grain whisky, 1 oz tempus fugit alessio vermouth di torino rosso, 1 dash tempus fugit abbott's bitters",Combine ingredients in a mixing glass with ice and stir. Strain into a coupe glass and garnish with a flamed orange peel.,0,0,0,0,0,0,1,"2 oz nikka coffey grain whisky, 1 oz tempus fugit alessio vermouth di torino rosso, 1 dash tempus fugit abbott's bitters,bitter",",bitter"
Conference,Double Rocks Glass,,".5 oz h by hine, .5 oz rye whiskey, .5 oz bourbon, .5 oz calvados, 1 tsp demerara syrup, 2 dash angostura bitters, 1 dash bittermens xocolatl mole bitters","Stir all the ingredients over ice, then strain into a double rocks glass over 1 large ice cube. Garnish with a lemon twist and orange twist.",0,0,0,0,0,1,1,".5 oz h by hine, .5 oz rye whiskey, .5 oz bourbon, .5 oz calvados, 1 tsp demerara syrup, 2 dash angostura bitters, 1 dash bittermens xocolatl mole bitters,sweet,bitter",",sweet,bitter"
Corpse Reviver No 1,Coupe,,"50 ml h by hine, 25 ml calvados, 25 ml tempus fugit alessio vermouth bianco",Shake all the ingredients over ice and strain into a chilled coupe glass. Garnish with an orange twist.,0,0,0,0,0,0,0,"50 ml h by hine, 25 ml calvados, 25 ml tempus fugit alessio vermouth bianco",
Corpse Reviver No.2,,,".75 oz no.3 london dry gin, .75 oz tempus fugit kina l'aero d'or, .75 oz the genuine curacao liqueur clear, .75 oz lemon juice,  rinse vieux pontarlier absinthe francaise superieure",Rinse cocktail glass with Vieux Pontarlier Absinthe. Shake rest with ice and strain.,0,1,0,0,0,0,0,".75 oz no.3 london dry gin, .75 oz tempus fugit kina l'aero d'or, .75 oz the genuine curacao liqueur clear, .75 oz lemon juice,  rinse vieux pontarlier absinthe francaise superieure,citrus",",citrus"
Cosmopolitan,Cocktail glass,Contemporary Classics,"absolut citron,lime juice,cointreau,cranberry juice",Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,0,1,0,1,0,0,0,"absolut citron,lime juice,cointreau,cranberry juice,citrus,fruity",",citrus,fruity"
Cosmopolitan Martini,Cocktail Glass,,"cointreau,vodka,lime,cranberry juice","Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",0,1,0,1,0,0,0,"cointreau,vodka,lime,cranberry juice,citrus,fruity",",citrus,fruity"
Cream Soda,Highball glass,,"spiced rum,ginger ale",Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,0,0,0,0,0,0,0,"spiced rum,ginger ale",
Creek Ran Dry,Coupe,,"1 oz pear brandy, 1 oz dry vermouth, .5 oz chateau de montifaud pineau des charentes blanc, .5 oz dolin genepy","Barrel aged for 5 months in a used bourbon barrel.

Stir with ice and strain into a small coupe. Garnish with an orange twist.",0,0,0,1,0,0,0,"1 oz pear brandy, 1 oz dry vermouth, .5 oz chateau de montifaud pineau des charentes blanc, .5 oz dolin genepy,fruity",",fruity"
Creole,Martini,,"1.5 oz h by hine, .75 oz clement creole shrubb, .75 oz fino sherry, 2 dash orange bitters",Stir. Strain into martini glass. Garnish with lemon twist.,0,1,0,0,0,0,1,"1.5 oz h by hine, .75 oz clement creole shrubb, .75 oz fino sherry, 2 dash orange bitters,citrus,bitter",",citrus,bitter"
Creole Cobbler,Coupe,,"1 oz junipero gin, 1 1/2 oz sathenay crème de peche, 1/2 oz fresh lemon juice,  oz 2 dashes orange bitters","Shake all ingredients in an ice-filled cocktail shaker. Strain, and Serve.",0,1,0,0,0,0,1,"1 oz junipero gin, 1 1/2 oz sathenay crème de peche, 1/2 oz fresh lemon juice,  oz 2 dashes orange bitters,citrus,bitter",",citrus,bitter"
Creole Summer,,,"1.5 oz vanilla flavored vodka, .75 oz luxardo limoncello, 1 oz fresh sweet n' sour, .5 oz passion fruit puree, .5 oz egg white, 7 dash green tabasco",Shake all ingredients with ice. Strain into a chilled cocktail glass.,0,0,0,0,0,0,0,"1.5 oz vanilla flavored vodka, .75 oz luxardo limoncello, 1 oz fresh sweet n' sour, .5 oz passion fruit puree, .5 oz egg white, 7 dash green tabasco",
Croatia Firing Squad,,,"1 oz luxardo bitter bianco, 1 oz lillet blanc, 1 oz no.3 london dry gin, .5 oz rose wine","Build cocktail in glass, add ice and stir. Garnish with rose petal.",1,0,0,0,0,0,1,"1 oz luxardo bitter bianco, 1 oz lillet blanc, 1 oz no.3 london dry gin, .5 oz rose wine,floral,bitter",",floral,bitter"
Crooked Kilt,,,"1.5 oz glenrothes vintage reserve, .75 oz lime juice , .5 oz green chartreuse, .5 oz velvet falernum, .5 oz pineapple juice",Pour over crushed ice with a mint garnish.,0,1,0,1,0,0,0,"1.5 oz glenrothes vintage reserve, .75 oz lime juice , .5 oz green chartreuse, .5 oz velvet falernum, .5 oz pineapple juice,citrus,fruity",",citrus,fruity"
Cuba Liberation,,,"2 oz pink pigeon rum, 1.5 oz fresh lime juice, .25 oz simple syrup,  oz mexican coca cola, 1 float luxardo fernet",Add first three ingredients to a mixing glass with shaker and lightly shake with ice. Pour mixture into a Collins or highball glass over ice. Top with Mexican Coke (or any coca cola as a substitute) and pour Luxardo Fernet on top to float. Garnish with a lime wheel and fresh mint sprig.,0,1,0,0,0,1,0,"2 oz pink pigeon rum, 1.5 oz fresh lime juice, .25 oz simple syrup,  oz mexican coca cola, 1 float luxardo fernet,citrus,sweet",",citrus,sweet"
Culebra,Collins,,"1.5 oz rhum agricole-style, .75 oz luxardo amaretto di saschira, .5 oz fresh lime juice, 4 oz cola, 3 oz mint sprigs, 2 dash bitters","Place the mint in a Collins glass and muddle for a few seconds to release the oils, then add ice and ingredients, stir well and serve.",0,1,0,0,0,0,1,"1.5 oz rhum agricole-style, .75 oz luxardo amaretto di saschira, .5 oz fresh lime juice, 4 oz cola, 3 oz mint sprigs, 2 dash bitters,citrus,bitter",",citrus,bitter"
Cupid's Carrier Pigeon,Tiki glass,,"1 oz no.3 london dry gin, 1 oz velvet falernum, .75 oz pink pigeon rum, 1 oz unfiltered apple juice, 1 oz lime juice, 3 dash angostura bitters","Shake, strain into a Tiki glass over crushed ice and garnish with a large sprig of mint.

",0,1,0,1,0,0,1,"1 oz no.3 london dry gin, 1 oz velvet falernum, .75 oz pink pigeon rum, 1 oz unfiltered apple juice, 1 oz lime juice, 3 dash angostura bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Cut & Rum,Smoked Glass,,".75 oz banks 5 rum, .75 oz denizen aged white rum , .75 oz denizen aged white rum , .75 oz luxardo amaro abano","Add all ingredients in mixing glass, stir and strain over 2x2 ice cube in smoked glass on hickory board. Garnish with orange peel and clothes pin.",0,0,0,0,0,0,0,".75 oz banks 5 rum, .75 oz denizen aged white rum , .75 oz denizen aged white rum , .75 oz luxardo amaro abano",
Cut To The Chase,Coupe,,"2 oz j.h. cutter whisky, .75 oz averna amaro, .5 oz alvear px sherry, 2 dash angostura bitters","Combine all ingredients in to a mixing glass and add ice.

Stir for about 10-15 seconds.

Strain in to a cocktail coupe or a glass of your choosing.

Garnish with an orange twist expressed over the top of the drink.",0,0,0,0,0,0,1,"2 oz j.h. cutter whisky, .75 oz averna amaro, .5 oz alvear px sherry, 2 dash angostura bitters,bitter",",bitter"
Daisy Mae,Rocks Glass,,"2 oz junipero gin, 1 oz lime juice, .75 oz green chartreuse, .75 oz simple syrup",Shake and strain into a rocks glass. Garnish with a mint sprig.,0,1,0,0,0,1,0,"2 oz junipero gin, 1 oz lime juice, .75 oz green chartreuse, .75 oz simple syrup,citrus,sweet",",citrus,sweet"
Dark Caipirinha,Highball glass,,"demerara sugar,lime,cachaca","Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",0,1,0,0,0,1,0,"demerara sugar,lime,cachaca,citrus,sweet",",citrus,sweet"
Day For Night,Nick & Nora,,"1.5 oz c. drouin calvados selection, .5 oz la quintinye vermouth rouge, .25 oz pedro ximenez sherry, .25 oz cannella cinnamon cordial, 1 dash angostura bitters",Stir and strain into a chilled Nick and Nora glass. Garnish with a clove(2) studded orange coin.,0,0,0,0,0,0,1,"1.5 oz c. drouin calvados selection, .5 oz la quintinye vermouth rouge, .25 oz pedro ximenez sherry, .25 oz cannella cinnamon cordial, 1 dash angostura bitters,bitter",",bitter"
Delicious in Mauritius,,,"1.5 oz pink pigeon rum, .5 oz white peach puree, .25 oz hibiscus syrup, .25 oz lemon juice, .5 oz ginger ale","Shake all ingredients except ginger ale, then strain into chilled cocktail ""coupe"" glass. Float ginger ale and zest of fresh lemon.",0,1,0,1,0,0,0,"1.5 oz pink pigeon rum, .5 oz white peach puree, .25 oz hibiscus syrup, .25 oz lemon juice, .5 oz ginger ale,citrus,fruity",",citrus,fruity"
Delicious Sour,Coupe,,"2 oz c. drouin calvados selection, .75 oz lemon juice, .75 oz giffard abricot du roussillon, .5 oz egg white","Dry shake. Add ice, shake. Double strain into a frozen coupe glass. Garnish with lemon twist or dehydrated apple slice.",0,1,0,0,0,0,0,"2 oz c. drouin calvados selection, .75 oz lemon juice, .75 oz giffard abricot du roussillon, .5 oz egg white,citrus",",citrus"
Dernier Mot,Cocktail Glass,,".75 oz rhum agricole, .75 oz green chartreuse, .75 oz luxardo maraschino liqueur, .75 oz fresh lime juice",Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,1,0,0,0,0,0,".75 oz rhum agricole, .75 oz green chartreuse, .75 oz luxardo maraschino liqueur, .75 oz fresh lime juice,citrus",",citrus"
Desmond's Choice,Old Fashioned Glass,,"2 oz hirsch small batch reserve bourbon, .5 oz creme de cacao, .25 oz pierre ferrand dry orange curacao, 3 dash the bitter truth jerry thomas bitters","In old fashioned glass, lightly muddle orange zest with bitters and orange curacao.  Add bourbon and creme de cacao then stir with ice for proper dilution (depending on ice) and mixing of ingredients.",0,1,0,0,0,0,1,"2 oz hirsch small batch reserve bourbon, .5 oz creme de cacao, .25 oz pierre ferrand dry orange curacao, 3 dash the bitter truth jerry thomas bitters,citrus,bitter",",citrus,bitter"
Deviled Negroni ,Rocks Glass,,"1 oz no.3 london dry gin, 1 oz maurin quina, 1 oz luxardo bitter","Stir all 3 ingredients continuously in an ice-filled glass, approximately 20 seconds. Strain into a rocks glass with one large ice cube.",0,0,0,0,0,0,1,"1 oz no.3 london dry gin, 1 oz maurin quina, 1 oz luxardo bitter,bitter",",bitter"
Dirty Martini,Cocktail glass,New Era Drinks,"vodka,dry vermouth,olive brine,lemon,olive","Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",0,1,0,0,0,0,0,"vodka,dry vermouth,olive brine,lemon,olive,citrus",",citrus"
Divine Aspect,Coupe,,"1 oz no.3 london dry gin, 1 oz apple-infused wild turkey bourbon 101, 1 oz luxardo apricot liqueur",Stir and strain up into cocktail glass.,0,0,0,1,0,0,0,"1 oz no.3 london dry gin, 1 oz apple-infused wild turkey bourbon 101, 1 oz luxardo apricot liqueur,fruity",",fruity"
Division Bell,Martini,,"1 oz mezcal, .75 oz aperol, .5 oz luxardo maraschino liqueur, .75 oz lime juice",Fill a cocktail shaker with ice. Add ingredients and shake well. Strain into a chilled coupe or martini glass and garnish with the grapefruit twist.,0,1,0,0,0,0,0,"1 oz mezcal, .75 oz aperol, .5 oz luxardo maraschino liqueur, .75 oz lime juice,citrus",",citrus"
Doctor's Orders,Cocktail Glass,,"1.75 oz junipero gin, .75 oz dry vermouth, .25 oz curacao, 1 dash tempus fugit abbott's bitters",Stir. Serve in a small cocktail glass. Lemon twist to garnish.,0,0,0,0,0,0,1,"1.75 oz junipero gin, .75 oz dry vermouth, .25 oz curacao, 1 dash tempus fugit abbott's bitters,bitter",",bitter"
Don't Rock the Boat Punch,,,"1 part no.3 london dry gin, 1 part rooibus tea (steeped and cooled), 1 part mulled cider (cooled), .5 part clover honey syrup, .33 part cava,   angostura","Combine ingredients into a chilled punch bowl, ice and dilute appropriately, garnish seasonally.",0,0,1,0,0,1,0,"1 part no.3 london dry gin, 1 part rooibus tea (steeped and cooled), 1 part mulled cider (cooled), .5 part clover honey syrup, .33 part cava,   angostura,herbaceous,sweet",",herbaceous,sweet"
Donaji,Rocks Glass,,"2 oz mezcal, .5 oz fresh lemon juice, .5 oz fresh lime juice, .75 oz agave nectar","Shaken and strained over ice in a rocks glass.

*Chapuline, Salt & Chile Pepper Rim:
Grind the chapuline  (dried crickets) and dried chile pepper in a mortar and pestle, as it becomes a powder, throw in the salt and pour onto a plate. Use a fresh lime wedge to moisten the rim of the glass and dip into the powder.",0,1,0,0,0,1,0,"2 oz mezcal, .5 oz fresh lemon juice, .5 oz fresh lime juice, .75 oz agave nectar,citrus,sweet",",citrus,sweet"
Down the Rabbit Hole,Collins,," oz junipero gin,  oz lemon,  oz elder flower liquor,  oz honey syrup,  oz carrot juice","Add all ingredients into a shaker, shake strain into a collins glass, fill with crushed ice, garnish with mint leaves.",0,1,0,0,0,1,0," oz junipero gin,  oz lemon,  oz elder flower liquor,  oz honey syrup,  oz carrot juice,citrus,sweet",",citrus,sweet"
Drink Lab #16,,,"2 oz brandy, .75 oz orgeat, .75 oz luxardo sangue morlacco cherry liqueur, .5 oz lemon juice, 10 drops bittermens burlesque bitters","Shake, strain, lemon twist garnish.",0,1,0,1,0,0,1,"2 oz brandy, .75 oz orgeat, .75 oz luxardo sangue morlacco cherry liqueur, .5 oz lemon juice, 10 drops bittermens burlesque bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Drops of Jupiter,Rocks Glass,,"1.5 oz junipero gin, .5 oz genevieve gin, .25 oz rich wild sage honey syrup, 1 dash angostura bitters, 1 dash whiskey barrel aged bitters, .75 oz spring water",Combine all ingredients except Duke's Lemon garnish in mixing glass and stir. Pour into a rocks glass and garnish. Ice does not touch this drink.,0,0,1,0,0,1,1,"1.5 oz junipero gin, .5 oz genevieve gin, .25 oz rich wild sage honey syrup, 1 dash angostura bitters, 1 dash whiskey barrel aged bitters, .75 oz spring water,herbaceous,sweet,bitter",",herbaceous,sweet,bitter"
Dry Mauritian Sour,,,"40 ml pink pigeon rum, 10 ml campari, 10 ml lavender syrup, 10 ml lemon juice , 10 ml orange juice, 25 ml egg white","Dry shake, shake with cubed ice, double strain into chilled glass.",1,1,0,0,0,0,0,"40 ml pink pigeon rum, 10 ml campari, 10 ml lavender syrup, 10 ml lemon juice , 10 ml orange juice, 25 ml egg white,floral,citrus",",floral,citrus"
Duchamp's Punch,Old-fashioned glass,,"pisco,lime juice,pineapple syrup,st. germain,angostura bitters,pepper,lavender","Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",1,1,0,1,0,0,1,"pisco,lime juice,pineapple syrup,st. germain,angostura bitters,pepper,lavender,floral,citrus,fruity,bitter",",floral,citrus,fruity,bitter"
Duke's Classic Dry Martini,Martini,,"3 oz no.3 london dry gin, 1 tsp extra dry vermouth, 1  amalfi lemon","Pour the Extra Dry Vermouth into a frozen martini glass (either 7 oz. or 5.5 oz. glass) and coat in a circular motion. Top up the glass with ice cold No.3 gin. Pare the rind of an Amalfi lemon, and give it a twist to extract the oils into the glass.",0,1,0,0,0,0,0,"3 oz no.3 london dry gin, 1 tsp extra dry vermouth, 1  amalfi lemon,citrus",",citrus"
Dutch Stories,,,"1.5 oz genevieve gin, .75 oz luxardo apricot liqueur, .25 oz luxardo maraschino liqueur, .5 oz fresh lemon juice, 1 tbsp gooseberry jam","Shake the ingredients with ice, then strain into a chilled cocktail glass.",0,1,0,1,0,0,0,"1.5 oz genevieve gin, .75 oz luxardo apricot liqueur, .25 oz luxardo maraschino liqueur, .5 oz fresh lemon juice, 1 tbsp gooseberry jam,citrus,fruity",",citrus,fruity"
"Eat, Drink and Be Cherry",Bamboo Highball Glass,,".75 oz nikka coffey grain whisky, .75 oz luxardo sangue morlacco cherry liqueur, .5 oz mendolera, .5 oz cane sugar, .5 oz lemon, 3 oz fever-tree soda","Shake everything except for the soda water, strain into bamboo highball, add soda, add ice, garnish with 3 picked cherries.",0,1,0,1,0,1,0,".75 oz nikka coffey grain whisky, .75 oz luxardo sangue morlacco cherry liqueur, .5 oz mendolera, .5 oz cane sugar, .5 oz lemon, 3 oz fever-tree soda,citrus,fruity,sweet",",citrus,fruity,sweet"
Eden's Apple,Coupe,,"1.5 oz apple & cinnamon-infused karlsson's gold vodka, .75 oz j. t. taylor's falernum, .5 oz fresh lemon juice, 1 oz fresh cider, 1 tincture bar keep baked apple bitters","In a Boston shaker, combine all liquid ingredients with cracked ice and shake vigorously for 30 seconds. Double strain into a frozen 4.5 oz. coupe glass. Garnish with the apple slice. Can also be served warm.",0,1,0,1,0,0,1,"1.5 oz apple & cinnamon-infused karlsson's gold vodka, .75 oz j. t. taylor's falernum, .5 oz fresh lemon juice, 1 oz fresh cider, 1 tincture bar keep baked apple bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
El Cortez,,,"1 oz luxardo apricot liqueur, 1.5 oz chinaco reposado tequila, 2 oz dry riesling","Stir the first two ingredients with ice, then strain into a chilled wine glass. Top with chilled wine, stir and serve.",0,0,0,1,0,0,0,"1 oz luxardo apricot liqueur, 1.5 oz chinaco reposado tequila, 2 oz dry riesling,fruity",",fruity"
